distnum,distname,type,lastname,middlename,firstname,party,numvotes,voteshare,rejected,totalvotes
47013,Souris--Moose Mountain,validated,Ames-Sinclair,,Javin,Liberal,1718.0,4.1,114.0,41664.0
47013,Souris--Moose Mountain,validated,Hicks,,Ashlee,NDP-New Democratic Party,3214.0,7.7,114.0,41664.0
47013,Souris--Moose Mountain,validated,Kitchen,,Robert,Conservative,35067.0,84.4,114.0,41664.0
47013,Souris--Moose Mountain,validated,Mergel,,Judy,Green Party,681.0,1.6,114.0,41664.0
47013,Souris--Moose Mountain,validated,Patron,,Travis,Nationalist,168.0,0.4,114.0,41664.0
47013,Souris--Moose Mountain,validated,Zajac,,Phillip,People's Party,702.0,1.7,114.0,41664.0
47014,Yorkton--Melville,validated,Antoine,,Carter,NDP-New Democratic Party,4747.0,12.2,287.0,39056.0
47014,Yorkton--Melville,validated,Moen,,Connor,Liberal,2488.0,6.4,287.0,39056.0
47014,Yorkton--Melville,validated,Schultz,,Ryan,People's Party,941.0,2.4,287.0,39056.0
47014,Yorkton--Melville,validated,Wagantall,,Cathay,Conservative,29523.0,76.2,287.0,39056.0
47014,Yorkton--Melville,validated,Wiebe,,Stacey,Green Party,1070.0,2.8,287.0,39056.0
48001,Banff--Airdrie,validated,Midgley,,Gwyneth,Liberal,8425.0,10.8,393.0,78473.0
48001,Banff--Airdrie,validated,Mullins,,Austin,Green Party,3315.0,4.2,393.0,78473.0
48001,Banff--Airdrie,validated,Richards,,Blake,Conservative,55504.0,71.1,393.0,78473.0
48001,Banff--Airdrie,validated,Wellwood,,Nadine,People's Party,2651.0,3.4,393.0,78473.0
48001,Banff--Airdrie,validated,Wilson,,Anne,NDP-New Democratic Party,8185.0,10.5,393.0,78473.0
48002,Battle River--Crowfoot,validated,Clarke,,Dianne,Liberal,2557.0,4.1,352.0,62712.0
48002,Battle River--Crowfoot,validated,Fryzuk,,Natasha,NDP-New Democratic Party,3185.0,5.1,352.0,62712.0
48002,Battle River--Crowfoot,validated,Kurek,,Damien,Conservative,53309.0,85.5,352.0,62712.0
48002,Battle River--Crowfoot,validated,Michaud,,David A.,People's Party,1620.0,2.6,352.0,62712.0
48002,Battle River--Crowfoot,validated,Nelson,,Geordie,Green Party,1689.0,2.7,352.0,62712.0
48003,Bow River,validated,Ikert,,Tom,People's Party,1321.0,2.4,234.0,55372.0
48003,Bow River,validated,Lipp,,Tom,Christian Heritage Party,453.0,0.8,234.0,55372.0
48003,Bow River,validated,Macwilliam,,Lynn,NDP-New Democratic Party,3086.0,5.6,234.0,55372.0
48003,Bow River,validated,Rhemtulla,,Margaret,Liberal,3173.0,5.8,234.0,55372.0
48003,Bow River,validated,Shields,,Martin,Conservative,46279.0,83.9,234.0,55372.0
48003,Bow River,validated,Tuithof de Jonge,,Hendrika Maria,Green Party,826.0,1.5,234.0,55372.0
48004,Calgary Centre,validated,Boonlert,,Thana,Green Party,2853.0,4.3,385.0,66249.0
48004,Calgary Centre,validated,Buresi,,Jessica,NDP-New Democratic Party,6516.0,9.9,385.0,66249.0
48004,Calgary Centre,validated,Gould,,Eden,Animal Protection Party,247.0,0.4,385.0,66249.0
48004,Calgary Centre,validated,Hehr,,Kent,Liberal,17771.0,27.0,385.0,66249.0
48004,Calgary Centre,validated,Johnston,,Chevy,People's Party,907.0,1.4,385.0,66249.0
48004,Calgary Centre,validated,McLean,,Greg,Conservative,37306.0,56.6,385.0,66249.0
48004,Calgary Centre,validated,Pawlowski,,Dawid,Christian Heritage Party,126.0,0.2,385.0,66249.0
48004,Calgary Centre,validated,Pewtress,,Michael,Independent,138.0,0.2,385.0,66249.0
48005,Calgary Confederation,validated,Hunter,,Kevan,ML,117.0,0.2,410.0,66302.0
48005,Calgary Confederation,validated,Korol,,Colin,People's Party,1136.0,1.7,410.0,66302.0
48005,Calgary Confederation,validated,Moen,,Tim,Libertarian,407.0,0.6,410.0,66302.0
48005,Calgary Confederation,validated,Odd,,Natalie,Green Party,5700.0,8.7,410.0,66302.0
48005,Calgary Confederation,validated,Sidhu,,Gurcharan Singh,NDP-New Democratic Party,7312.0,11.1,410.0,66302.0
48005,Calgary Confederation,validated,Stein,,Jordan,Liberal,14908.0,22.6,410.0,66302.0
48005,Calgary Confederation,validated,Webber,,Len,Conservative,36312.0,55.1,410.0,66302.0
48006,Calgary Forest Lawn,validated,Anand,,Jag,Liberal,8690.0,21.7,395.0,40359.0
48006,Calgary Forest Lawn,validated,Carnegie,,William,Green Party,1318.0,3.3,395.0,40359.0
48006,Calgary Forest Lawn,validated,Hallan,,Jasraj Singh,Conservative,23805.0,59.6,395.0,40359.0
48006,Calgary Forest Lawn,validated,Levesque,,Dave,People's Party,1089.0,2.7,395.0,40359.0
48006,Calgary Forest Lawn,validated,Nichols,,Brent,Independent,388.0,1.0,395.0,40359.0
48006,Calgary Forest Lawn,validated,Pimlott,,Joe,NDP-New Democratic Party,4227.0,10.6,395.0,40359.0
48006,Calgary Forest Lawn,validated,Ryder,,William James,VCP,91.0,0.2,395.0,40359.0
48006,Calgary Forest Lawn,validated,Sutherland,,Esther,Christian Heritage Party,222.0,0.6,395.0,40359.0
48006,Calgary Forest Lawn,validated,Trautman,,Jonathan,Communist,134.0,0.3,395.0,40359.0
48007,Calgary Heritage,validated,Benzen,,Bob,Conservative,40817.0,70.7,260.0,57975.0
48007,Calgary Heritage,validated,Forsyth,,Scott,Liberal,8057.0,14.0,260.0,57975.0
48007,Calgary Heritage,validated,Heather,,Larry R.,Christian Heritage Party,185.0,0.3,260.0,57975.0
48007,Calgary Heritage,validated,Heffernan,,Holly,NDP-New Democratic Party,5278.0,9.1,260.0,57975.0
48007,Calgary Heritage,validated,Hoeppner,,Stephanie,People's Party,1123.0,1.9,260.0,57975.0
48007,Calgary Heritage,validated,Mills,,Hunter,Independent,228.0,0.4,260.0,57975.0
48007,Calgary Heritage,validated,Tulick,,Allie,Green Party,2027.0,3.5,260.0,57975.0
48008,Calgary Midnapore,validated,Aalto,,Brian,Liberal,7507.0,11.0,338.0,68426.0
48008,Calgary Midnapore,validated,Bhachu,,Gurmit,NDP-New Democratic Party,6445.0,9.5,338.0,68426.0
48008,Calgary Midnapore,validated,Gao,,Edward,People's Party,1585.0,2.3,338.0,68426.0
48008,Calgary Midnapore,validated,Kusie,,Stephanie,Conservative,50559.0,74.3,338.0,68426.0
48008,Calgary Midnapore,validated,Stasila,,Taylor,Green Party,1992.0,2.9,338.0,68426.0
48009,Calgary Nose Hill,validated,Askin,,Peggy,ML,71.0,0.1,262.0,55571.0
48009,Calgary Nose Hill,validated,Grossé,,Jocelyn,Green Party,1554.0,2.8,262.0,55571.0
48009,Calgary Nose Hill,validated,King,,Patrick,NDP-New Democratic Party,5304.0,9.6,262.0,55571.0
48009,Calgary Nose Hill,validated,Lorencz,,Kelly,People's Party,1089.0,2.0,262.0,55571.0
48009,Calgary Nose Hill,validated,Rempel,,Michelle,Conservative,38588.0,69.8,262.0,55571.0
48009,Calgary Nose Hill,validated,Tsang,,Josephine,Liberal,8703.0,15.7,262.0,55571.0
48010,Calgary Rocky Ridge,validated,Kathol,,Todd,Liberal,13012.0,18.4,284.0,70934.0
48010,Calgary Rocky Ridge,validated,Kelly,,Pat,Conservative,48253.0,68.3,284.0,70934.0
48010,Calgary Rocky Ridge,validated,LeBlanc Fortin,,Nathan,NDP-New Democratic Party,6051.0,8.6,284.0,70934.0
48010,Calgary Rocky Ridge,validated,Poulin,,Tyler,People's Party,1053.0,1.5,284.0,70934.0
48010,Calgary Rocky Ridge,validated,Wang,,Shaoli,Independent,270.0,0.4,284.0,70934.0
48010,Calgary Rocky Ridge,validated,Wright,,Catriona,Green Party,2011.0,2.8,284.0,70934.0
48011,Calgary Shepard,validated,Arnold,,Del,Liberal,8644.0,11.1,441.0,78581.0
48011,Calgary Shepard,validated,Kmiec,,Tom,Conservative,58614.0,75.0,441.0,78581.0
48011,Calgary Shepard,validated,Scott,,Kyle,People's Party,1709.0,2.2,441.0,78581.0
48011,Calgary Shepard,validated,Smith,,David Brian,NDP-New Democratic Party,6828.0,8.7,441.0,78581.0
48011,Calgary Shepard,validated,Tanaka,,Evelyn,Green Party,2345.0,3.0,441.0,78581.0
48012,Calgary Signal Hill,validated,Ahmed,,Khalis,NDP-New Democratic Party,5355.0,8.4,241.0,63719.0
48012,Calgary Signal Hill,validated,Alatrash,,Ghada,Liberal,9722.0,15.3,241.0,63719.0
48012,Calgary Signal Hill,validated,Bassett,,Christina,Parti Rhinocéros Party,511.0,0.8,241.0,63719.0
48012,Calgary Signal Hill,validated,Dirk,,Garry,Christian Heritage Party,200.0,0.3,241.0,63719.0
48012,Calgary Signal Hill,validated,Liepert,,Ron,Conservative,44421.0,70.0,241.0,63719.0
48012,Calgary Signal Hill,validated,Reid,,Marco,Green Party,2139.0,3.4,241.0,63719.0
48012,Calgary Signal Hill,validated,Squire,,Gord,People's Party,1130.0,1.8,241.0,63719.0
48013,Calgary Skyview,validated,Alexander,,Joseph,Christian Heritage Party,483.0,1.0,497.0,51049.0
48013,Calgary Skyview,validated,Blanchard,,Daniel,ML,130.0,0.3,497.0,51049.0
48013,Calgary Skyview,validated,Dawar,,Harpreet Singh,CFF - Canada's Fourth Front,136.0,0.3,497.0,51049.0
48013,Calgary Skyview,validated,Dhillon,,Harry,People's Party,603.0,1.2,497.0,51049.0
48013,Calgary Skyview,validated,Gill,,Gurinder Singh,NDP-New Democratic Party,7540.0,14.9,497.0,51049.0
48013,Calgary Skyview,validated,Knutson,,Signe,Green Party,800.0,1.6,497.0,51049.0
48013,Calgary Skyview,validated,Naidoo,,Nirmala,Liberal,14327.0,28.3,497.0,51049.0
48013,Calgary Skyview,validated,Sahota,,Jag,Conservative,26533.0,52.5,497.0,51049.0
48014,Edmonton Centre,validated,Boissonnault,,Randy,Liberal,17524.0,33.0,362.0,53454.0
48014,Edmonton Centre,validated,Cumming,,James,Conservative,22006.0,41.4,362.0,53454.0
48014,Edmonton Centre,validated,Eckstrom,,Donovan,Parti Rhinocéros Party,206.0,0.4,362.0,53454.0
48014,Edmonton Centre,validated,Hookham,,Paul,People's Party,805.0,1.5,362.0,53454.0
48014,Edmonton Centre,validated,Morton,,Peggy,ML,79.0,0.1,362.0,53454.0
48014,Edmonton Centre,validated,Murray,,Grad,Green Party,1394.0,2.6,362.0,53454.0
48014,Edmonton Centre,validated,Pirbhai,,Adil,Independent,119.0,0.2,362.0,53454.0
48014,Edmonton Centre,validated,Swampy,,Katherine,NDP-New Democratic Party,10959.0,20.6,362.0,53454.0
48015,Edmonton Griesbach,validated,Alva Armas,,Christine,Christian Heritage Party,203.0,0.4,319.0,47282.0
48015,Edmonton Griesbach,validated,Boykowich,,Alex,Communist,170.0,0.4,319.0,47282.0
48015,Edmonton Griesbach,validated,Cherrington,,Mark,NDP-New Democratic Party,11800.0,25.1,319.0,47282.0
48015,Edmonton Griesbach,validated,Diotte,,Kerry,Conservative,24120.0,51.4,319.0,47282.0
48015,Edmonton Griesbach,validated,Gudanowski,,Andrzej,Independent,216.0,0.5,319.0,47282.0
48015,Edmonton Griesbach,validated,Joyce,,Mary,ML,91.0,0.2,319.0,47282.0
48015,Edmonton Griesbach,validated,Khan,,Safi,Green Party,1189.0,2.5,319.0,47282.0
48015,Edmonton Griesbach,validated,Mohamud,,Habiba,Liberal,8100.0,17.2,319.0,47282.0
48015,Edmonton Griesbach,validated,Nichols,,Barbara Ellen,People's Party,1074.0,2.3,319.0,47282.0
48016,Edmonton Manning,validated,Aboultaif,,Ziad,Conservative,30425.0,55.9,357.0,54737.0
48016,Edmonton Manning,validated,Kadri,,Kamal,Liberal,11692.0,21.5,357.0,54737.0
48016,Edmonton Manning,validated,Phiri,,Pam,Christian Heritage Party,276.0,0.5,357.0,54737.0
48016,Edmonton Manning,validated,Shaw,,Laura-Leah,Green Party,1255.0,2.3,357.0,54737.0
48016,Edmonton Manning,validated,St. Germain,,Charmaine,NDP-New Democratic Party,9555.0,17.6,357.0,54737.0
48016,Edmonton Manning,validated,Summers,,Daniel,People's Party,1109.0,2.0,357.0,54737.0
48016,Edmonton Manning,validated,Vachon,,Andre,ML,68.0,0.1,357.0,54737.0
48017,Edmonton Mill Woods,validated,Herbert,,Tanya,Green Party,968.0,1.8,342.0,53519.0
48017,Edmonton Mill Woods,validated,Logan,,Nigel,NDP-New Democratic Party,6422.0,12.1,342.0,53519.0
48017,Edmonton Mill Woods,validated,Melanson,,Don,Christian Heritage Party,219.0,0.4,342.0,53519.0
48017,Edmonton Mill Woods,validated,Sohi,,Amarjeet,Liberal,17879.0,33.6,342.0,53519.0
48017,Edmonton Mill Woods,validated,Uppal,,Tim,Conservative,26736.0,50.3,342.0,53519.0
48017,Edmonton Mill Woods,validated,Young,,Annie,People's Party,953.0,1.8,342.0,53519.0
48018,Edmonton Riverbend,validated,Chaudary,,Tariq,Liberal,14038.0,23.0,329.0,61477.0
48018,Edmonton Riverbend,validated,Jeneroux,,Matt,Conservative,35126.0,57.4,329.0,61477.0
48018,Edmonton Riverbend,validated,Kennedy,,Valerie,Green Party,1797.0,2.9,329.0,61477.0
48018,Edmonton Riverbend,validated,Morris,,Kevin,People's Party,855.0,1.4,329.0,61477.0
48018,Edmonton Riverbend,validated,Redman,,Audrey,NDP-New Democratic Party,9332.0,15.3,329.0,61477.0
48019,Edmonton Strathcona,validated,Cameron,,Ian,People's Party,941.0,1.7,250.0,56995.0
48019,Edmonton Strathcona,validated,Kalmanovitch,,Michael,Green Party,1152.0,2.0,250.0,56995.0
48019,Edmonton Strathcona,validated,Lilly,,Sam,Conservative,21035.0,37.1,250.0,56995.0
48019,Edmonton Strathcona,validated,MacDonald,,Dougal,ML,77.0,0.1,250.0,56995.0
48019,Edmonton Strathcona,validated,McPherson,,Heather,NDP-New Democratic Party,26823.0,47.3,250.0,56995.0
48019,Edmonton Strathcona,validated,Olszewski,,Eleanor,Liberal,6592.0,11.6,250.0,56995.0
48019,Edmonton Strathcona,validated,Rankin,,Naomi,Communist,125.0,0.2,250.0,56995.0
48020,Edmonton West,validated,Armstrong,,Matthew,People's Party,1126.0,1.9,304.0,58939.0
48020,Edmonton West,validated,Johnston,,Kerrie,Liberal,11812.0,20.1,304.0,58939.0
48020,Edmonton West,validated,McCauley,,Kelly,Conservative,35719.0,60.9,304.0,58939.0
48020,Edmonton West,validated,Pearce,,Jackie,Green Party,1441.0,2.5,304.0,58939.0
48020,Edmonton West,validated,Steuber,,Patrick,NDP-New Democratic Party,8537.0,14.6,304.0,58939.0
48021,Edmonton--Wetaskiwin,validated,Calliou,,Travis,VCP,211.0,0.2,392.0,87847.0
48021,Edmonton--Wetaskiwin,validated,Doell,,Neil,People's Party,1616.0,1.8,392.0,87847.0
48021,Edmonton--Wetaskiwin,validated,Drzymala,,Emily,Green Party,1660.0,1.9,392.0,87847.0
48021,Edmonton--Wetaskiwin,validated,Garver,,Noah,NDP-New Democratic Party,9820.0,11.2,392.0,87847.0
48021,Edmonton--Wetaskiwin,validated,Lake,,Mike,Conservative,63346.0,72.4,392.0,87847.0
48021,Edmonton--Wetaskiwin,validated,Wong,,Richard,Liberal,10802.0,12.4,392.0,87847.0
48022,Foothills,validated,Barlow,,John,Conservative,53872.0,82.1,290.0,65881.0
48022,Foothills,validated,Hendi,,Mickail,NDP-New Democratic Party,3767.0,5.7,290.0,65881.0
48022,Foothills,validated,Hession,,Greg,People's Party,1698.0,2.6,290.0,65881.0
48022,Foothills,validated,Lacey,,Bridget,Green Party,2398.0,3.7,290.0,65881.0
48022,Foothills,validated,Moller,,Cheryl,Liberal,3856.0,5.9,290.0,65881.0
48023,Fort McMurray--Cold Lake,validated,Barrett,,Matthew,People's Party,1674.0,3.3,258.0,51234.0
48023,Fort McMurray--Cold Lake,validated,Deheer,,Brian,Green Party,865.0,1.7,258.0,51234.0
48023,Fort McMurray--Cold Lake,validated,Farrington,,Maggie,Liberal,4848.0,9.5,258.0,51234.0
48023,Fort McMurray--Cold Lake,validated,Gilks,,Matthew,NDP-New Democratic Party,2883.0,5.7,258.0,51234.0
48023,Fort McMurray--Cold Lake,validated,Yurdiga,,David,Conservative,40706.0,79.9,258.0,51234.0
48024,Grande Prairie--Mackenzie,validated,Alyward,,Erin,NDP-New Democratic Party,4245.0,7.0,314.0,61293.0
48024,Grande Prairie--Mackenzie,validated,Burchill,,Douglas Gordon,People's Party,1492.0,2.4,314.0,61293.0
48024,Grande Prairie--Mackenzie,validated,Munro,,Kenneth,Liberal,2910.0,4.8,314.0,61293.0
48024,Grande Prairie--Mackenzie,validated,Termuende,,Shelley,Green Party,1134.0,1.9,314.0,61293.0
48024,Grande Prairie--Mackenzie,validated,Warkentin,,Chris,Conservative,51198.0,84.0,314.0,61293.0
48025,Lakeland,validated,Brunner,,Kira,Green Party,1105.0,1.9,198.0,57776.0
48025,Lakeland,validated,Graham,,Roberta Marie,VCP,147.0,0.3,198.0,57776.0
48025,Lakeland,validated,Houle,,Alain,People's Party,1468.0,2.5,198.0,57776.0
48025,Lakeland,validated,McFadzean,,Robert,Libertarian,251.0,0.4,198.0,57776.0
48025,Lakeland,validated,Stubbs,,Shannon,Conservative,48314.0,83.9,198.0,57776.0
48025,Lakeland,validated,Swanson,,Jeffrey,NDP-New Democratic Party,3728.0,6.5,198.0,57776.0
48025,Lakeland,validated,Watson,,Mark,Liberal,2565.0,4.5,198.0,57776.0
48026,Lethbridge,validated,Bleiken,,Shandi,NDP-New Democratic Party,9110.0,14.7,335.0,62217.0
48026,Lethbridge,validated,Bronson,,Amy,Liberal,8443.0,13.6,335.0,62217.0
48026,Lethbridge,validated,Harder,,Rachael,Conservative,40713.0,65.8,335.0,62217.0
48026,Lethbridge,validated,Hepworth,,Grant,People's Party,1007.0,1.6,335.0,62217.0
48026,Lethbridge,validated,Slingerland,,Marc,Christian Heritage Party,670.0,1.1,335.0,62217.0
48026,Lethbridge,validated,Watson,,Stephnie,Green Party,1939.0,3.1,335.0,62217.0
48027,Medicine Hat--Cardston--Warner,validated,Hawthorne,,Shannon,Green Party,1203.0,2.3,254.0,53356.0
48027,Medicine Hat--Cardston--Warner,validated,Kirshenbaum,,Harris,Liberal,3528.0,6.6,254.0,53356.0
48027,Medicine Hat--Cardston--Warner,validated,Motz,,Glen,Conservative,42045.0,79.2,254.0,53356.0
48027,Medicine Hat--Cardston--Warner,validated,Nelson,,Andrew,People's Party,1350.0,2.5,254.0,53356.0
48027,Medicine Hat--Cardston--Warner,validated,Phillips,,Dave,Independent,337.0,0.6,254.0,53356.0
48027,Medicine Hat--Cardston--Warner,validated,Thomson,,Elizabeth,NDP-New Democratic Party,4639.0,8.7,254.0,53356.0
48028,Peace River--Westlock,validated,Nygaard,,Peter,Green Party,1377.0,2.7,347.0,51996.0
48028,Peace River--Westlock,validated,Penny,,Leslie,Liberal,3148.0,6.1,347.0,51996.0
48028,Peace River--Westlock,validated,Schrader,,John,People's Party,1579.0,3.1,347.0,51996.0
48028,Peace River--Westlock,validated,Viersen,,Arnold,Conservative,41659.0,80.7,347.0,51996.0
48028,Peace River--Westlock,validated,Villebrun,,Jennifer,NDP-New Democratic Party,3886.0,7.5,347.0,51996.0
48029,Red Deer--Mountain View,validated,Borlé,,Conner,Green Party,2026.0,3.0,278.0,68447.0
48029,Red Deer--Mountain View,validated,Dreeshen,,Earl,Conservative,54765.0,80.3,278.0,68447.0
48029,Red Deer--Mountain View,validated,Garbanewski,,Logan,NDP-New Democratic Party,4946.0,7.3,278.0,68447.0
48029,Red Deer--Mountain View,validated,Mitchell,,Paul,People's Party,2637.0,3.9,278.0,68447.0
48029,Red Deer--Mountain View,validated,Tremblay,,Gary,Liberal,3795.0,5.6,278.0,68447.0
48030,Red Deer--Lacombe,validated,Calkins,,Blaine,Conservative,53843.0,79.8,325.0,67769.0
48030,Red Deer--Lacombe,validated,Palmer,,Sarah,Green Party,1596.0,2.4,325.0,67769.0
48030,Red Deer--Lacombe,validated,Pezzella,,Lauren,NDP-New Democratic Party,6012.0,8.9,325.0,67769.0
48030,Red Deer--Lacombe,validated,Rose,,Tiffany,Liberal,3540.0,5.2,325.0,67769.0
48030,Red Deer--Lacombe,validated,Thompson,,Laura Lynn,People's Party,2453.0,3.6,325.0,67769.0
48031,St. Albert--Edmonton,validated,Cecelia,,Brigitte,People's Party,1268.0,1.9,336.0,65427.0
48031,St. Albert--Edmonton,validated,Cooper,,Michael,Conservative,39506.0,60.7,336.0,65427.0
48031,St. Albert--Edmonton,validated,Dunbar,,Rob,Green Party,1594.0,2.4,336.0,65427.0
48031,St. Albert--Edmonton,validated,Fraser,,Robert Bruce,VCP,351.0,0.5,336.0,65427.0
48031,St. Albert--Edmonton,validated,Mpulubusi,,Kathleen,NDP-New Democratic Party,9895.0,15.2,336.0,65427.0
48031,St. Albert--Edmonton,validated,Springate,,Greg,Liberal,12477.0,19.2,336.0,65427.0
48032,Sherwood Park--Fort Saskatchewan,validated,Genuis,,Garnett,Conservative,53600.0,73.4,321.0,73371.0
48032,Sherwood Park--Fort Saskatchewan,validated,McElrea,,Patrick,VCP,300.0,0.4,321.0,73371.0
48032,Sherwood Park--Fort Saskatchewan,validated,Sanderson,,Laura,Green Party,1592.0,2.2,321.0,73371.0
48032,Sherwood Park--Fort Saskatchewan,validated,Theroux,,Aidan,NDP-New Democratic Party,8867.0,12.1,321.0,73371.0
48032,Sherwood Park--Fort Saskatchewan,validated,Thiering,,Ron,Liberal,7357.0,10.1,321.0,73371.0
48032,Sherwood Park--Fort Saskatchewan,validated,Villetard,,Darren,People's Party,1334.0,1.8,321.0,73371.0
48033,Sturgeon River--Parkland,validated,Beauchamp,,Tyler,People's Party,1625.0,2.4,314.0,68971.0
48033,Sturgeon River--Parkland,validated,Brochu,,Ronald,Liberal,4696.0,6.8,314.0,68971.0
48033,Sturgeon River--Parkland,validated,Chauvet,,Ernest,Christian Heritage Party,416.0,0.6,314.0,68971.0
48033,Sturgeon River--Parkland,validated,Desforges,,Guy,NDP-New Democratic Party,6940.0,10.1,314.0,68971.0
48033,Sturgeon River--Parkland,validated,Lloyd,,Dane,Conservative,53235.0,77.5,314.0,68971.0
48033,Sturgeon River--Parkland,validated,Romyn,,Cass,Green Party,1745.0,2.5,314.0,68971.0
48034,Yellowhead,validated,Bowman,,Kristine,NDP-New Democratic Party,3898.0,7.0,303.0,56271.0
48034,Yellowhead,validated,Francey,,Gordon,VCP,108.0,0.2,303.0,56271.0
48034,Yellowhead,validated,Galavan,,Douglas,People's Party,1592.0,2.8,303.0,56271.0
48034,Yellowhead,validated,Hoefsloot,,Jeremy,Liberal,2912.0,5.2,303.0,56271.0
48034,Yellowhead,validated,Lystang,,Cory,Libertarian,222.0,0.4,303.0,56271.0
48034,Yellowhead,validated,Satdeo,,Angelena,Green Party,1272.0,2.3,303.0,56271.0
48034,Yellowhead,validated,Soroka,,Gerald,Conservative,45964.0,82.1,303.0,56271.0
59001,Abbotsford,validated,Alderking,,Aeriol,Christian Heritage Party,270.0,0.6,403.0,49339.0
59001,Abbotsford,validated,Duncan,,Locke,People's Party,985.0,2.0,403.0,49339.0
59001,Abbotsford,validated,Fast,,Ed,Conservative,25162.0,51.4,403.0,49339.0
59001,Abbotsford,validated,Fowler,,Stephen,Green Party,3702.0,7.6,403.0,49339.0
59001,Abbotsford,validated,Heffernan,,Seamus,Liberal,10560.0,21.6,403.0,49339.0
59001,Abbotsford,validated,Sauve,,Madeleine,NDP-New Democratic Party,8257.0,16.9,403.0,49339.0
59002,Burnaby North--Seymour,validated,Beech,,Terry,Liberal,17770.0,35.5,466.0,50525.0
59002,Burnaby North--Seymour,validated,Dahlby,,Lewis Clarke,Libertarian,219.0,0.4,466.0,50525.0
59002,Burnaby North--Seymour,validated,Dong,,Rocky,People's Party,1079.0,2.2,466.0,50525.0
59002,Burnaby North--Seymour,validated,Kuttner,,Amita,Green Party,4801.0,9.6,466.0,50525.0
59002,Burnaby North--Seymour,validated,Leung,,Heather,Conservative,9734.0,19.4,466.0,50525.0
59002,Burnaby North--Seymour,validated,Robinson,,Svend,NDP-New Democratic Party,16185.0,32.3,466.0,50525.0
59002,Burnaby North--Seymour,validated,Taylor,,Robert,Independent,271.0,0.5,466.0,50525.0
59003,Burnaby South,validated,Brar,,Neelam,Liberal,10706.0,23.8,417.0,45423.0
59003,Burnaby South,validated,Brocki,,Rex,Libertarian,246.0,0.5,417.0,45423.0
59003,Burnaby South,validated,Rawdah,,Al,People's Party,645.0,1.4,417.0,45423.0
59003,Burnaby South,validated,Shin,,Jay,Conservative,13914.0,30.9,417.0,45423.0
59003,Burnaby South,validated,Singh,,Jagmeet,NDP-New Democratic Party,16956.0,37.7,417.0,45423.0
59003,Burnaby South,validated,Sproule,,Brian,ML,62.0,0.1,417.0,45423.0
59003,Burnaby South,validated,Wauters,,Brennan,Green Party,2477.0,5.5,417.0,45423.0
59004,Cariboo--Prince George,validated,Calogheros,,Tracy,Liberal,10932.0,20.0,321.0,55095.0
59004,Cariboo--Prince George,validated,Doherty,,Todd,Conservative,28848.0,52.7,321.0,55095.0
59004,Cariboo--Prince George,validated,Kerr,,Mackenzie,Green Party,4998.0,9.1,321.0,55095.0
59004,Cariboo--Prince George,validated,Orr,,Michael,Independent,350.0,0.6,321.0,55095.0
59004,Cariboo--Prince George,validated,Sapergia,,Heather,NDP-New Democratic Party,8440.0,15.4,321.0,55095.0
59004,Cariboo--Prince George,validated,Yang,,Jing Lan,People's Party,1206.0,2.2,321.0,55095.0
59005,Central Okanagan--Similkameen--Nicola,validated,Albas,,Dan,Conservative,31135.0,47.9,341.0,65276.0
59005,Central Okanagan--Similkameen--Nicola,validated,Duncan,,Allan,People's Party,1345.0,2.1,341.0,65276.0
59005,Central Okanagan--Similkameen--Nicola,validated,Mellalieu,,Robert,Green Party,5086.0,7.8,341.0,65276.0
59005,Central Okanagan--Similkameen--Nicola,validated,Murphy,,Mary Ann,Liberal,16252.0,25.0,341.0,65276.0
59005,Central Okanagan--Similkameen--Nicola,validated,Phillip,,Joan,NDP-New Democratic Party,10904.0,16.8,341.0,65276.0
59005,Central Okanagan--Similkameen--Nicola,validated,Regier,,Jesse,Libertarian,213.0,0.3,341.0,65276.0
59006,Chilliwack--Hope,validated,Bogunovic,,Rob,People's Party,1760.0,3.3,226.0,53981.0
59006,Chilliwack--Hope,validated,Green,,Arthur,Green Party,5243.0,9.8,226.0,53981.0
59006,Chilliwack--Hope,validated,Lamache,,Daniel,Christian Heritage Party,202.0,0.4,226.0,53981.0
59006,Chilliwack--Hope,validated,McQuillan,,Heather,NDP-New Democratic Party,8957.0,16.7,226.0,53981.0
59006,Chilliwack--Hope,validated,O'Donnell,,Dorothy-Jean,ML,73.0,0.1,226.0,53981.0
59006,Chilliwack--Hope,validated,Strahl,,Mark,Conservative,26672.0,49.6,226.0,53981.0
59006,Chilliwack--Hope,validated,Velonis,,Kelly,Liberal,10848.0,20.2,226.0,53981.0
59007,Cloverdale--Langley City,validated,Aldag,,John,Liberal,19542.0,35.2,415.0,55903.0
59007,Cloverdale--Langley City,validated,Banwarie,,Rae,NDP-New Democratic Party,10508.0,18.9,415.0,55903.0
59007,Cloverdale--Langley City,validated,Jansen,,Tamara,Conservative,20936.0,37.7,415.0,55903.0
59007,Cloverdale--Langley City,validated,Kennedy,,Ian,People's Party,930.0,1.7,415.0,55903.0
59007,Cloverdale--Langley City,validated,Nutbrown,,Caelum,Green Party,3572.0,6.4,415.0,55903.0
59008,Coquitlam--Port Coquitlam,validated,Gower,,Christina,NDP-New Democratic Party,13383.0,23.0,314.0,58489.0
59008,Coquitlam--Port Coquitlam,validated,Insley,,Nicholas,Conservative,19788.0,34.0,314.0,58489.0
